Name,InChIKey,Mix label,Exact Mass,Formula,[M+H]+,[M+NH4]+,[M+Na]+
4-N-(benzyl-5-methyl)cytosine,QBFUKKFEXBNTJX-UHFFFAOYSA-N,Pandemic 11,215.105862,C12H13N3O,216.1131431,233.1396831,238.0950831
"[(2R,3S,4R,5R)-5-(6-amino-2-phenylpurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl N-(2-hydroxybenzoyl)sulfamate",CSMBFVQVRVUQMI-CXIOKZBNSA-N,Pandemic 11,542.1219827,C23H22N6O8S,543.1292639,560.1558039,565.1112039
Mafenide,TYMRLRRVMHJFTF-UHFFFAOYSA-N,Pandemic 11,186.0463,C7H10N2O2S,187.0535797,204.0801197,209.0355197
"5-Methyl-3-(1-Methyl-1h-Imidazol-5-Yl)-7-(2-Methylpropyl)-2-(Naphthalen-1-Ylmethyl)-2h-Pyrazolo[3,4-D]pyrimidine-4,6(5h,7h)-Dione",QJBUEINIMXZUED-UHFFFAOYSA-N,Pandemic 12,442.21172,C25H26N6O2,443.2190051,460.2455451,465.2009451
"2,4-Diiodoemodin",NRGWKXPKGOBGSH-UHFFFAOYSA-N,Pandemic 12,521.8461194,C15H8I2O5,522.8533982,539.8799382,544.8353382
3-(5-Bromo-indole-1-sulfonyl)-thiophene-2-carboxylic,ZYGWKDDRPATRQB-UHFFFAOYSA-N,Pandemic 12,384.90781,C13H8BrNO4S2,385.9150937,402.9416337,407.8970337
2-(4-Butyl-phenyl)-6-(4-chloro-phenyl)-isonicotinic,NVBCATDOLBSLLJ-UHFFFAOYSA-N,Pandemic 12,365.1182566,C22H20ClNO2,366.1255376,383.1520776,388.1074776
"2-Allyl-4-(2,4-diamino-pyrimidin-5-ylmethyl)-6-methoxy-phenol",MYPWSRSRUZNFDA-UHFFFAOYSA-N,Pandemic 12,286.14298,C15H18N4O2,287.1502568,304.1767968,309.1321968
"N-(5-Fluoro-2-indanyl)-6-piperidino-1,3,5-triazine-2,4-diamine",QGCUBJONLOMFPY-UHFFFAOYSA-N,Pandemic 12,328.18117,C17H21FN6,329.1884539,346.2149939,351.1703939
N-[3-Chloro-5-(4-chloro-benzenesulfonylamino)-1H-indazol-7-yl]-acetamide,LSNKWEWHGABPNH-UHFFFAOYSA-N,Pandemic 12,398.00072,C15H12Cl2N4O3S,399.0079978,416.0345378,420.9899378
4-oxo-2-[[(1S)-1-phenylethyl]amino]-4-[2-(trifluoromethyl)phenyl]butanoic acid,WUDYUQXXUZPWMX-HKALDPMFSA-N,Pandemic 12,365.12388,C19H18F3NO3,366.1311589,383.1576989,388.1130989
"2-amino-N-(furan-2-ylmethyl)-1-(2-piperidin-1-ylethyl)pyrrolo[3,2-b]quinoxaline-3-carboxamide",XSKKWZTWZQFYNU-UHFFFAOYSA-N,Pandemic 12,418.21172,C23H26N6O2,419.2190051,436.2455451,441.2009451
2-(4-oxoquinazolin-3-yl)-N-phenylacetamide,PRTMCDUZAVNQLB-UHFFFAOYSA-N,Pandemic 12,279.10078,C16H13N3O2,280.1080577,297.1345977,302.0899977
4-ethoxy-N-(2-phenylethyl)benzamide,GCXWAEJLLFKQFQ-UHFFFAOYSA-N,Pandemic 12,269.14158,C17H19NO2,270.1488599,287.1753999,292.1307999
4-amino-6-benzimidazol-2-yl-2-hydropyridazin-3-one,WKXGYUANKKYRFY-UHFFFAOYSA-N,Pandemic 12,227.08071,C11H9N5O,228.0879909,245.1145309,250.0699309
"5-[3-[[(4R)-6,8-dibromo-3,4-dihydro-2H-chromen-4-yl]amino]propylamino]-4H-thieno[3,2-b]pyridin-7-one",NNTYBKTXMKBRFA-CQSZACIVSA-N,Pandemic 12,510.95647,C19H19Br2N3O2S,511.9637542,528.9902942,533.9456942
"1-(4-chlorophenyl)-N-propan-2-ylpyrazolo[3,4-d]pyrimidin-4-amine",DJYPPKXJBSHHDF-UHFFFAOYSA-N,Pandemic 12,287.09377,C14H14ClN5,288.1010542,305.1275942,310.0829942
"1-cyclopropyl-6,7-difluoro-8-methoxy-4-oxo-1,4-dihydroquinoline-3-carboxylic",WQJZXSSAMGZVTM-UHFFFAOYSA-N,Pandemic 12,295.06561,C14H11F2NO4,296.0728952,313.0994352,318.0548352
"1-(3,6-dichlorocarbazol-9-yl)-3-[(methylpropyl)amino]propan-2-ol",CRSBMRJNJIXPFW-UHFFFAOYSA-N,Pandemic 12,364.11092,C19H22Cl2N2O,365.1181997,382.1447397,387.1001397
4-(4-ethyl-5-fluoro-2-hydroxyphenoxy)-3-fluorobenzamide,QUHARGDBJJUOEB-UHFFFAOYSA-N,Pandemic 12,293.08635,C15H13F2NO3,294.0936306,311.1201706,316.0755706
BMS 188745,RCGCZPXSRLLKCK-UHFFFAOYSA-N,Pandemic 12,386.0589106,C16H19O7PS,387.0661921,404.0927321,409.0481321
"1-ethyl-3-[5-(5-ethylpyrimidin-2-yl)-7-pyridin-3-ylimidazo[1,2-a]pyridin-2-yl]urea",UTHBRSYQYAZHOI-UHFFFAOYSA-N,Pandemic 12,387.18076,C21H21N7O,388.1880393,405.2145793,410.1699793
"5,7-dimethyl-N-[2-methyl-6-(trifluoromethoxy)phenyl]sulfonyl-[1,2,4]triazolo[1,5-a]pyrimidine-2-carboxamide",QYLLDHFWLPHBMT-UHFFFAOYSA-N,Pandemic 12,429.0718596,C16H14F3N5O4S,430.0791406,447.1056806,452.0610806
[[4-(2H-tetrazol-5-yl)-2-(trifluoromethyl)phenyl]sulfonylamino]methylboronic acid,KJEUORQIESDSSV-UHFFFAOYSA-N,Pandemic 13,351.04204,C9H9BF3N5O4S,352.0493208,369.0758608,374.0312608
"N-(4-Bromophenyl)-2-(6-oxo-5,6-dihydrothiazolo[3,2-b][1,2,4]triazol-5-yl)acetamide",QSVDRGTXPDNZQZ-UHFFFAOYSA-N,Pandemic 13,351.9629586,C12H9BrN4O2S,352.9702403,369.9967803,374.9521803
4-(cyclobutylmethoxy)-3-ethyl-6-fluoro-1H-quinolin-2-one,CERPSDUBSGDEHH-UHFFFAOYSA-N,Pandemic 13,275.132157,C16H18FNO2,276.139438,293.165978,298.121378
Vapendavir,DKSVBVKHUICELN-UHFFFAOYSA-N,Pandemic 13,382.2004907,C21H26N4O3,383.2077717,400.2343117,405.1897117
1-[2-(2-ethylphenoxy)ethyl]azepane,ABHDFUINPUWVJU-UHFFFAOYSA-N,Pandemic 13,247.1936144,C16H25NO,248.2008954,265.2274354,270.1828354
Topotecan,UCFGDBYHRUNTLO-QHCPKHFHSA-N,Pandemic 13,421.16377,C23H23N3O5,422.1710519,439.1975919,444.1529919
"(2S,3S)-2-benzhydryl-N-[(2-methoxyphenyl)methyl]-1-azabicyclo[2.2.2]octan-3-amine",FLNYLINBEZROPL-NSOVKSMOSA-N,Pandemic 13,412.25146,C28H32N2O,413.2587447,430.2852847,435.2406847
Selinexor,DEVSOMFAQLZNKR-DAFODLJHSA-N,Pandemic 13,443.09293,C17H11F6N7O,444.100208,461.126748,466.082148
Vorapaxar,ZBGXUVOIWDMMJE-QHNZEKIYSA-N,Pandemic 13,492.24244,C29H33FN2O4,493.2497167,510.2762567,515.2316567
8-Chloro-N-(4-(trifluoromethoxy)phenyl)quinolin-2-amine,OZOGDCZJYVSUBR-UHFFFAOYSA-N,Pandemic 13,338.0433753,C16H10ClF3N2O,339.0506561,356.0771961,361.0325961
8-(1-hydroxyethyl)-2-methoxy-3-[(4-methoxyphenyl)methoxy]benzo[c]chromen-6-one,YEAHTLOYHVWAKW-UHFFFAOYSA-N,Pandemic 13,406.14164,C24H22O6,407.1489194,424.1754594,429.1308594
Fusaric acid,DGMPVYSXXIOGJY-UHFFFAOYSA-N,Pandemic 13,179.09463,C10H13NO2,180.1019097,197.1284497,202.0838497
Letermovir,FWYSMLBETOMXAG-QHCPKHFHSA-N,Pandemic 13,572.20467,C29H28F4N4O4,573.211949,590.238489,595.193889
2-(4-Nitrophenylthio)-N-(2-methoxyphenyl)benzamide,JKNUDHUHXMELIJ-UHFFFAOYSA-N,Pandemic 13,380.083078,C20H16N2O4S,381.0903592,398.1168992,403.0722992
Tenofovir,SGOIRFVFHAKUTI-ZCFIWIBFSA-N,Pandemic 13,287.07834,C9H14N5O4P,288.085622,305.112162,310.067562
"5-(2,6-dimethylheptan-2-yl)-1,2,3-trimethoxybenzene",YPSZTUKLCGFWPX-UHFFFAOYSA-N,Pandemic 13,294.2194948,C18H30O3,295.2267758,312.2533158,317.2087158
"1-(2,4-dichlorophenoxy)-3-[2-imino-3-(2-piperidin-1-ylethyl)benzimidazol-1-yl]propan-2-ol",QMRFKZWWZBZQKJ-UHFFFAOYSA-N,Pandemic 13,462.15893,C23H28Cl2N4O2,463.1662125,480.1927525,485.1481525
1-(4-chlorophenoxy)-4-methylsulfonylbenzene,VVLHURRVXVQCTO-UHFFFAOYSA-N,Pandemic 13,282.0117429,C13H11ClO3S,283.0190241,300.0455641,305.0009641
3-{Isopropyl[(trans-4-Methylcyclohexyl)carbonyl]amino}-5-Phenylthiophene-2-Carboxylic Acid,RZXQBIKGWSLVEK-UHFFFAOYSA-N,Pandemic 13,385.17116,C22H27NO3S,386.1784459,403.2049859,408.1603859
2-Adamantanamine,QZWNXXINFABALM-UHFFFAOYSA-N,Pandemic 13,151.1361,C10H17N,152.1433806,169.1699206,174.1253206
7-[(3-hydroxyphenyl)-(thiazol-2-ylamino)methyl]quinolin-8-ol,UUVFMWBOSPFVIZ-UHFFFAOYSA-N,Pandemic 14,349.0885,C19H15N3O2S,350.0957789,367.1223189,372.0777189
"(2S)-N-methyl-2-[[2-(2-methyl-1H-indol-3-yl)acetyl]amino]-N,3-diphenylpropanamide",ACDFWSNAQWFRRF-VWLOTQADSA-N,Pandemic 14,425.2103271,C27H27N3O2,426.2176081,443.2441481,448.1995481
2-(2-chlorophenoxy)-5-nitrobenzonitrile,OVUDUJKNHDOXEX-UHFFFAOYSA-N,Pandemic 14,274.01452,C13H7ClN2O3,275.0218008,292.0483408,297.0037408
"10-acetyl-11-[4-(benzyloxy)phenyl]-3,3-dimethyl-2,3,4,5,10,11-hexahydro-1H-dibenzo[b,e][1,4]diazepin-1-one",HTMLSKJOADXYEX-UHFFFAOYSA-N,Pandemic 14,466.22564,C30H30N2O3,467.2329238,484.2594638,489.2148638
Resiquimod,BXNMTOQRYBFHNZ-UHFFFAOYSA-N,Pandemic 14,314.17428,C17H22N4O2,315.181557,332.208097,337.163497
"1-(4-fluorobenzoyl)-9b-phenyl-1H,2H,3H,5H,9bH-imidazo[2,1-a]isoindol-5-one",CCNNNCNYEOXXMF-UHFFFAOYSA-N,Pandemic 14,372.12741,C23H17FN2O2,373.134687,390.161227,395.116627
Boceprevir,LHHCSNFAOIFYRV-DOVBMPENSA-N,Pandemic 14,519.34207,C27H45N5O5,520.3493506,537.3758906,542.3312906
6-Azacytidine,OZQDLJNDRVBCST-UHFFFAOYSA-N,Pandemic 14,244.08077,C8H12N4O5,245.0880505,262.1145905,267.0699905
2-amino-5-bromo-6-(3-chlorophenyl)-1H-pyrimidin-4-one,DPRPYFUMFSDKEY-UHFFFAOYSA-N,Pandemic 14,298.9461,C10H7BrClN3O,299.9533831,316.9799231,321.9353231
"2-amino-9-[(2R,3R,4R,5R)-3-fluoro-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-1H-purin-6-one",UXUZARPLRQRNNX-DXTOWSMRSA-N,Pandemic 14,285.0873321,C10H12FN5O4,286.094613,303.121153,308.076553
Navuridine,ZSNNBSPEFVIUDS-SHYZEUOFSA-N,Pandemic 14,253.0811,C9H11N5O4,254.0883849,271.1149249,276.0703249
1-(3-nitrophenyl)-3-o-tolylurea,MSBVHIWAXMMCPU-UHFFFAOYSA-N,Pandemic 14,271.0956913,C14H13N3O3,272.1029723,289.1295123,294.0849123
Emricasan,SCVHJVCATBPIHN-SJCJKPOMSA-N,Pandemic 14,569.17851,C26H27F4N3O7,570.1857939,587.2123339,592.1677339
Fenretinide,AKJHMTWEGVYYSE-FXILSDISSA-N,Pandemic 14,391.25113,C26H33NO2,392.2584103,409.2849503,414.2403503
N-(4-hydroxyphenyl)quinoline-8-sulfonamide,KVFNSUPFXGYOKN-UHFFFAOYSA-N,Pandemic 14,300.05686,C15H12N2O3S,301.0641444,318.0906844,323.0460844
Leflunomide,VHOGYURTWQBHIL-UHFFFAOYSA-N,Pandemic 14,270.06161,C12H9F3N2O2,271.068893,288.095433,293.050833
Imatinib,KTUFNOKKBVMGRW-UHFFFAOYSA-N,Pandemic 14,493.25901,C29H31N7O,494.2662896,511.2928296,516.2482296
4-(4-tert-butylphenoxy)aniline,FHOZTGQNSUZCIN-UHFFFAOYSA-N,Pandemic 14,241.14666,C16H19NO,242.1539452,259.1804852,264.1358852
Seliciclib,BTIHMVBBUGXLCJ-OAHLLOKOSA-N,Pandemic 14,354.21681,C19H26N6O,355.2240905,372.2506305,377.2060305
Everolimus,HKVAMNSJSFKALM-PYJGUTGCSA-N,Pandemic 14,957.5813563,C53H83NO14,958.5886374,975.6151774,980.5705774
Rupintrivir,CAYJBRBGZBCZKO-BHGBQCOSSA-N,Pandemic 15,598.28028,C31H39FN4O7,599.2875588,616.3140988,621.2694988
Ozanimod,XRVDGNKRPOAQTN-FQEVSTJZSA-N,Pandemic 15,404.18484,C23H24N4O3,405.1921216,422.2186616,427.1740616
"N-(6-chloro-2,3,4,9-tetrahydro-1H-carbazol-1-yl)pyridine-2-carboxamide",WJQBOBGVBBZLJU-UHFFFAOYSA-N,Pandemic 15,325.0981898,C18H16ClN3O,326.1054708,343.1320108,348.0874108
"(2E,4S)-4-[[(2S)-2-[2-Oxo-3-[(5-methyl-3-isoxazolyl)carbonylamino]-1,2-dihydropyridine-1-yl]butanoyl]amino]-5-[(3S)-2-oxo-3-pyrrolidinyl]-2-pentenoic",ULUGRMVVZIBKKS-IAQSFYBOSA-N,Pandemic 15,513.22235,C25H31N5O7,514.2296294,531.2561694,536.2115694
1-(3-Phenoxybenzyl)-5-(phenylamisno)uracil,ZQPDAPMBUZDSAO-UHFFFAOYSA-N,Pandemic 15,385.1426415,C23H19N3O3,386.1499225,403.1764625,408.1318625
"N-(2-Hydroxyphenyl)-3-[(1,2-dihydro-5-ethyl-6-methyl-2-oxopyridin)-3-yl]propanamide",PHBOMRBJHZFDHA-UHFFFAOYSA-N,Pandemic 15,300.1473925,C17H20N2O3,301.1546735,318.1812135,323.1366135
6-bromo-3-(1H-imidazol-2-ylsulfanylmethyl)chromen-2-one,CBUJRRYTCIUXIQ-UHFFFAOYSA-N,Pandemic 15,335.95681,C13H9BrN2O2S,336.9640923,353.9906323,358.9460323
"4-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-3-oxopyrazine-2-carboxamide",XVXWUBIIHFDOJO-KQYNXXCUSA-N,Pandemic 15,271.08044,C10H13N3O6,272.0877161,289.1142561,294.0696561
1-[4-[4-[(E)-ethoxyiminomethyl]phenoxy]butyl]-3-pyridin-4-ylimidazolidin-2-one,OIJRIPURQCGXNN-HAVVHWLPSA-N,Pandemic 15,382.2004907,C21H26N4O3,383.2077717,400.2343117,405.1897117
"3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-6-(4-propylphenyl)furo[2,3-d]pyrimidin-2-one",UUIHVPRXEAWBPR-CGTJXYLNSA-N,Pandemic 15,370.15287,C20H22N2O5,371.1601528,388.1866928,393.1420928
4-(4-phenylpiperazine-1-carbonyl)-1H-quinolin-2-one,NZVVEMCRCLJDCU-UHFFFAOYSA-N,Pandemic 15,333.14773,C20H19N3O2,334.1550079,351.1815479,356.1369479
"5-Iodo-6-amino-1,2-benzopyrone",WWRAFPGUBABZSD-UHFFFAOYSA-N,Pandemic 15,286.94433,C9H6INO2,287.9516063,304.9781463,309.9335463
"7-(2-chloro-6-fluorophenyl)-5-(4-chlorophenyl)-4,5,6,7-tetrahydrotetrazolo[1,5-a]pyrimidine",BRBZPYDLUUWBCD-UHFFFAOYSA-N,Pandemic 15,363.045379,C16H12Cl2FN5,364.0526599,381.0791999,386.0345999
4-[4-(4-fluorophenyl)-1-(3-phenylpropyl)-5-pyridin-4-ylimidazol-2-yl]but-3-yn-1-ol,QSUSKMBNZQHHPA-UHFFFAOYSA-N,Pandemic 15,425.19034,C27H24FN3O,426.1976216,443.2241616,448.1795616
Ganciclovir,IRSCQMHQWWYFCW-UHFFFAOYSA-N,Pandemic 15,255.09675,C9H13N5O4,256.1040349,273.1305749,278.0859749
Clemizole,CJXAEXPPLWQRFR-UHFFFAOYSA-N,Pandemic 15,325.13458,C19H20ClN3,326.1418563,343.1683963,348.1237963
"2-amino-5,6,7,8-tetrahydro-4H-cyclohepta[b]thiophene-3-carboxamide",LULYZYNTDPUEKK-UHFFFAOYSA-N,Pandemic 15,210.08268,C10H14N2OS,211.0899653,228.1165053,233.0719053
4-{[2-(benzyloxy)benzyl]amino}phenol,ZLPWCJQFEROJQN-UHFFFAOYSA-N,Pandemic 15,305.14158,C20H19NO2,306.1488599,323.1753999,328.1307999
Aciclovir,MKUXAQIIEYXACX-UHFFFAOYSA-N,Pandemic 15,225.08619,C8H11N5O3,226.0934702,243.1200102,248.0754102
Rolipram,HJORMJIFDVBMOB-UHFFFAOYSA-N,Pandemic 15,275.15214,C16H21NO3,276.1594245,293.1859645,298.1413645
Bropirimine,CIUUIPMOFZIWIZ-UHFFFAOYSA-N,Pandemic 16,264.98507,C10H8BrN3O,265.9923555,283.0188955,287.9742955
"7-(2-chloro-6-fluorophenyl)-5-(4-methoxyphenyl)-1,7-dihydro-[1,2,4]triazolo[1,5-a]pyrimidine",YKSGONVEZVJEHM-UHFFFAOYSA-N,Pandemic 16,356.084017,C18H14ClFN4O,357.0912979,374.1178379,379.0732379
"2,7-dichloro-N-[1-[[(1E)-cycloocten-1-yl]methyl]-1-ethylpiperidin-1-ium-4-yl]-9H-xanthene-9-carboxamide",VQHKDCUXFKNNMT-ODCIPOBUSA-O,Pandemic 16,527.22266,C30H37Cl2N2O2,528.2304898,545.2570298,550.2124298
5-chloro-N-(6-methoxy-3-pyridinyl)-2-thiophenesulfonamide,BHRDCLCQKRWPDI-UHFFFAOYSA-N,Pandemic 16,303.9743118,C10H9ClN2O3S2,304.9815932,322.0081332,326.9635332
"1-Naphthalenepropanamide,",SAOBRONRQPLGDZ-UHFFFAOYSA-N,Pandemic 16,262.0775987,C13H14N2O2S,263.0848799,280.1114199,285.0668199
Tecovirimat,CSKDFZIMJXRJGH-KUAIZNHUSA-N,Pandemic 16,376.10348,C19H15F3N2O3,377.1107578,394.1372978,399.0926978
Cinchophen,YTRMTPPVNRALON-UHFFFAOYSA-N,Pandemic 16,249.07898,C16H11NO2,250.0862596,267.1127996,272.0681996
"3-{4-[3-(3-ethyl-1,2-oxazol-5-yl)propoxy]-3,5-dimethylphenyl}-5-(trifluoromethyl)-1,2,4-oxadiazole",PBMPIGNEBFRWDQ-UHFFFAOYSA-N,Pandemic 16,395.1456762,C19H20F3N3O3,396.152957,413.179497,418.134897
"(2R,3R,4R,5S)-1-[6-(2,5-Dimethylphenoxy)hexyl]-2-(hydroxymethyl)piperidine-3,4,5-triol",VNLZITFPXUJXMB-PIKOESSRSA-N,Pandemic 16,367.2358732,C20H33NO5,368.2431542,385.2696942,390.2250942
3-methyl-6-[4-[2-(4-methylsulfonylphenoxy)ethyl]piperidin-1-yl]pyridazine,PLGHARUUAPKQET-UHFFFAOYSA-N,Pandemic 16,375.1616627,C19H25N3O3S,376.1689439,393.1954839,398.1508839
N-(2-piperidin-1-ylethyl)-3-(trifluoromethyl)benzamide,CLSISZBGFWWTKT-UHFFFAOYSA-N,Pandemic 16,300.1449479,C15H19F3N2O,301.1522287,318.1787687,323.1341687
"(2S,3S)-3-[[5-fluoro-2-(5-fluoro-1H-pyrrolo[2,3-b]pyridin-3-yl)pyrimidin-4-yl]amino]bicyclo[2.2.2]octane-2-carboxylic acid",JGPXDNKSIXAZEQ-SBBZOCNPSA-N,Pandemic 16,399.15068,C20H19F2N5O2,400.1579622,417.1845022,422.1399022
N-Nonyldeoxynojirimycin,FTSCEGKYKXESFF-LXTVHRRPSA-N,Pandemic 16,289.22531,C15H31NO4,290.2325895,307.2591295,312.2145295
Peramivir,XRQDFNLINLXZLB-CKIKVBCHSA-N,Pandemic 16,328.21106,C15H28N4O4,329.2183364,346.2448764,351.2002764
Didanosine,BXZVVICBKDXVGW-NKWVEPMBSA-N,Pandemic 16,236.09094,C10H12N4O3,237.0982213,254.1247613,259.0801613
Ezetimibe,OLNTVTPDXPETLC-XPWALMASSA-N,Pandemic 16,409.14895,C24H21F2NO3,410.1562309,427.1827709,432.1381709
Noscapine,AKNNEGZIBPJZJG-UHFFFAOYSA-N,Pandemic 16,413.14745,C22H23NO7,414.1547331,431.1812731,436.1366731
2-(6-chloro-2-methyl-4-phenylquinolin-3-yl)acetic,BTKJERIPZCSYFB-UHFFFAOYSA-N,Pandemic 16,311.07131,C18H14ClNO2,312.0785874,329.1051274,334.0605274
Panobinostat,FPOHNWQLNRZRFC-ZHACJKMWSA-N,Pandemic 16,349.17903,C21H23N3O2,350.186308,367.212848,372.168248
Saquinavir,QWAXKHKRTORLEM-UGJKXSETSA-N,Pandemic 16,670.38427,C38H50N6O5,671.3915497,688.4180897,693.3734897
N-(2-furanylmethyl)-1-(4-methoxyphenyl)-5-benzimidazolamine,JLKSRLWXOIXKNK-UHFFFAOYSA-N,Pandemic 17,319.13208,C19H17N3O2,320.1393578,337.1658978,342.1212978
2-(dimethylamino)-N-(6-oxo-5H-phenanthridin-2-yl)acetamide,UYJZZVDLGDDTCL-UHFFFAOYSA-N,Pandemic 17,295.13208,C17H17N3O2,296.1393578,313.1658978,318.1212978
Telaprevir,BBAWEDCPNXPBQM-GDEBMMAJSA-N,Pandemic 17,679.40573,C36H53N7O6,680.4130135,697.4395535,702.3949535
2-[(4-ethylpiperazin-1-yl)methyl]-3-(2-fluorophenyl)-6-nitroquinazolin-4(3H)-one,CFFXRIUELQDINN-UHFFFAOYSA-N,Pandemic 17,411.1706678,C21H22FN5O3,412.1779488,429.2044888,434.1598888
2-anilino-9-(2-methoxyethyl)-1H-purin-6-one,GAGYIXNTGLUHEZ-UHFFFAOYSA-N,Pandemic 17,285.12257,C14H15N5O2,286.1298557,303.1563957,308.1117957
Miglustat,UQRORFVVSGFNRO-UTINFBMNSA-N,Pandemic 17,219.14706,C10H21NO4,220.1543392,237.1808792,242.1362792
N-[(4-methoxyphenyl)methyl]-1-[(1R)-1-naphthalen-1-ylethyl]piperidine-4-carboxamide,NTMTVRCCLOAJST-LJQANCHMSA-N,Pandemic 17,402.2307282,C26H30N2O2,403.2380092,420.2645492,425.2199492
"(2E,4E)-5-[3-(3,5-dichlorophenoxy)phenyl]penta-2,4-dienoic acid",USZYEMBPSMQPPK-BQJQTIKASA-N,Pandemic 17,334.0163496,C17H12Cl2O3,335.0236306,352.0501706,357.0055706
"(2R,3R,4R,5R)-2-(4-aminopyrrolo[2,3-d]pyrimidin-7-yl)-5-(hydroxymethyl)-3-methyloxolane-3,4-diol",IRZRJANZDIOOIF-GAJNKVMBSA-N,Pandemic 17,280.11715,C12H16N4O4,281.124436,298.150976,303.106376
Metitepine,RLJFTICUTYVZDG-UHFFFAOYSA-N,Pandemic 17,356.13809,C20H24N2S2,357.1453721,374.1719121,379.1273121
Danirixin,NGYNBSHYFOFVLS-LBPRGKRZSA-N,Pandemic 17,441.09253,C19H21ClFN3O4S,442.0998142,459.1263542,464.0817542
(2R)-2-amino-5-[[(1S)-1-carboxy-2-(1H-indol-3-yl)ethyl]amino]-5-oxopentanoic acid,CATMPQFFVNKDEY-YPMHNXCESA-N,Pandemic 17,333.13247,C16H19N3O5,334.1397517,351.1662917,356.1216917
Birinapant,PKWRMUKBEYJEIX-DXXQBUJASA-N,Pandemic 17,806.42909,C42H56F2N8O6,807.4363689,824.4629089,829.4183089
Rubitecan,VHXNKPBCCMUMSW-FQEVSTJZSA-N,Pandemic 17,393.09609,C20H15N3O6,394.1033662,411.1299062,416.0853062
"N-[4-(4-benzoylpiperazin-1-yl)phenyl]-1,3-benzodioxole-5-carboxamide",WGUAEYUFQLMYKF-UHFFFAOYSA-N,Pandemic 17,429.16886,C25H23N3O4,430.1761372,447.2026772,452.1580772
Levofloxacin,GSDSWSVVBLHKDQ-JTQLQIEISA-N,Pandemic 17,361.14378,C18H20FN3O4,362.1510653,379.1776053,384.1330053
Mifepristone,VKHAHZOOUSRJNA-GCNJZUOMSA-N,Pandemic 17,429.26678,C29H35NO2,430.2740604,447.3006004,452.2560004
N-[4-[(E)-C-methyl-N-[(2-phenylcyclopropanecarbonyl)amino]carbonimidoyl]phenyl]furan-2-carboxamide,YITHUUVXKHPYLM-MFKUBSTISA-N,Pandemic 17,387.1582915,C23H21N3O3,388.1655725,405.1921125,410.1475125
Pocapavir,XXMDDBVNWRWNCW-UHFFFAOYSA-N,Pandemic 17,422.02433,C21H17Cl3O3,423.0316085,440.0581485,445.0135485
N-(6-methoxyquinolin-8-yl)-4-methylbenzenesulfonamide,HKRNYOZJJMFDBV-UHFFFAOYSA-N,Pandemic 17,328.08816,C17H16N2O3S,329.0954446,346.1219846,351.0773846
2-[1-hydroxy-4-(quinolin-8-ylsulfonylamino)naphthalen-2-yl]sulfanylacetic acid,VLNZGUJFOJIUFV-UHFFFAOYSA-N,Pandemic 18,440.05006,C21H16N2O5S2,441.057345,458.083885,463.039285
"(2R,3R,4S)-4-azido-3-(2-methylpropanoylamino)-2-[(1R,2R)-1,2,3-trihydroxypropyl]-3,4-dihydro-2H-pyran-6-carboxylic",GBVSNIYQERCVHL-CNYIRLTGSA-N,Pandemic 18,344.1332,C13H20N4O7,345.14048,362.16702,367.12242
"N-[(4-fluorophenyl)methyl]-4-hydroxy-2-oxo-1H-1,5-naphthyridine-3-carboxamide",YTQNZGHPUXHBMQ-UHFFFAOYSA-N,Pandemic 18,313.0862695,C16H12FN3O3,314.0935504,331.1200904,336.0754904
"2-(4-tert-butylphenyl)-N-[(E)-(3,4-diethoxyphenyl)methylideneamino]cyclopropane-1-carboxamide",QIBBAULVNPPRLU-WGOQTCKBSA-N,Pandemic 18,408.2412929,C25H32N2O3,409.2485739,426.2751139,431.2305139
"4-[3-Chloro-6-cyclopropyl-8-(trifluoromethyl)imidazo[1,2-a]pyridine-2-carbonyl]-1-(4-hydroxycyclohexyl)piperazin-2-one",LNROGYAUORASNG-UHFFFAOYSA-N,Pandemic 18,484.148903,C22H24ClF3N4O3,485.1561838,502.1827238,507.1381238
4-[1-(1-adamantyl)-5-(trifluoromethyl)benzimidazol-2-yl]aniline,AFAJICOLCSMWIM-UHFFFAOYSA-N,Pandemic 18,411.1922324,C24H24F3N3,412.1995133,429.2260533,434.1814533
"6-phenyl-~{N}3-[4-(trifluoromethyl)phenyl]-1~{H}-pyrazolo[3,4-d]pyrimidine-3,4-diamine",HYUDDHSPJFCULQ-UHFFFAOYSA-N,Pandemic 18,370.11538,C18H13F3N6,371.1226599,388.1491999,393.1045999
Nitazoxanide,YQNQNVDNTFHQSW-UHFFFAOYSA-N,Pandemic 18,307.02629,C12H9N3O5S,308.0335726,325.0601126,330.0155126
Plerixafor,YIQPUIGJQJDJOS-UHFFFAOYSA-N,Pandemic 18,502.44714,C28H54N8,503.4544248,520.4809648,525.4363648
Rimantadine,UBCHPRBFMUDMNC-UHFFFAOYSA-N,Pandemic 18,179.1674,C12H21N,180.1746807,197.2012207,202.1566207
Pleconaril,KQOXLKOJHVFTRN-UHFFFAOYSA-N,Pandemic 18,381.13003,C18H18F3N3O3,382.1373069,399.1638469,404.1192469
